species,latitude,longitude,timestamp
Domestic Cat,30.241301,-97.700529,2013-08-28 13:25:17-05:00
African Leopard,-24.9101836296,31.5486893899,2013-08-31 13:36:25+02:00
Southern Lion,-24.885870198,31.5436226419,2013-09-01 14:40:59+02:00
Bobcat,32.06777936,-110.71575904,2013-09-11 07:31:46-07:00
Bobcat,30.85158018,-93.79621476,2013-09-14 16:37:13-05:00
Bobcat,30.851956,-93.801533,2013-09-14 16:39:21-05:00
Domestic Cat,30.247575,-97.700904,2013-09-17 11:29:30-05:00
Bobcat,32.785349,-96.980583,2013-09-19 09:49:14-05:00
Bobcat,37.577825,-122.469795,2013-09-21 12:47:25-07:00
Bobcat,29.792296,-98.024471,2013-09-22 18:50:36-05:00
Domestic Cat,30.426528,-103.69824,2013-09-23 01:19:56-05:00
Bobcat,33.94267,-117.29603,2013-07-29 17:40:00-07:00
Domestic Cat,30.241945,-95.9617,2013-09-25 09:59:58-05:00
Domestic Cat,30.241723,-95.961592,2013-09-25 10:00:29-05:00
Domestic Cat,34.0171666667,-118.2878333333,2013-09-18 16:34:32-07:00
Mountain Lion,32.850683,-108.592507,2013-09-30 13:46:42-06:00
Bobcat,32.588451,-97.100623,2013-10-03 14:07:06-05:00
Bobcat,37.97774,-122.57935,2013-10-04 10:53:04-07:00
Bobcat,30.104562,-97.319817,2013-10-04 16:41:51-05:00
Bobcat,30.10466175,-97.31982957,2013-10-05 10:06:27-05:00
Domestic Cat,30.4651900661,-97.7588224133,2013-10-06 13:30:42-05:00
Domestic Cat,29.914149,-96.893907,2013-10-05 17:29:41-05:00
Bobcat,32.84069,-93.92052,2013-10-08 11:02:00-05:00
Bobcat,32.07624153,-110.71846123,2013-10-08 07:39:16-07:00
Mountain Lion,43.6855916667,-110.56575,2013-10-07 10:40:08-06:00
Bobcat,32.784468,-97.116793,2013-10-13 12:55:00-05:00
Bobcat,32.784179,-97.115549,2013-08-16 14:10:00-05:00
Bobcat,32.783396,-97.115643,2013-10-05 13:54:00-05:00
Bobcat,32.588358,-97.101588,2013-10-18 10:03:51-05:00
Bobcat,32.02774134,-110.66287715,2013-10-18 11:43:34-07:00
Bobcat,32.01692237,-110.64316446,2013-10-18 08:18:12-07:00
Bobcat,29.141217,-103.528731,2013-10-19 10:27:13-05:00
Bobcat,29.135938,-103.522739,2013-10-19 08:23:38-05:00
Domestic Cat,30.241151,-97.700447,2013-10-23 10:05:11-05:00
Mountain Lion,31.453231,-110.384395,2013-10-25 13:44:57-07:00
Bobcat,31.44020744,-110.35794999,2013-10-25 10:49:21-07:00
Domestic Cat,30.017182,-97.14704,2013-10-29 14:30:03-05:00
Bobcat,30.018238,-97.144395,2013-10-29 14:49:12-05:00
Domestic Cat,30.248218,-97.702781,2013-11-01 11:12:47-05:00
Domestic Cat,30.507813,-97.771098,2013-11-02 09:34:17-05:00
Domestic Cat,30.027685,-95.258587,2013-11-02 14:29:36-05:00
Bobcat,31.72563762,-110.19536878,2013-11-01 14:17:27-07:00
Mountain Lion,31.74574959,-110.19567118,2013-11-01 12:35:34-07:00
Bobcat,31.74642983,-110.19632036,2013-11-01 11:46:55-07:00
Bobcat,30.223833,-97.657167,2013-11-09 09:08:18-06:00
Bobcat,32.781994,-96.975048,2013-11-09 15:32:38-06:00
Bobcat,29.152195,-103.594631,2013-11-09 18:07:36-06:00
Bobcat,29.160654,-103.554302,2013-11-07 14:38:33-06:00
Domestic Cat,41.743077,-124.181277,2013-11-10 13:25:39-08:00
Domestic Cat,44.6990896,-73.4670439,2013-11-15 13:37:32-05:00
Sri Lankan Leopard,6.4201861556,81.5471027271,2004-12-30 18:00:07+06:00
Canada Lynx,63.444444,-150.716111,2011-09-08 12:06:10-08:00
Bobcat,44.649098,-110.942259,2006-02-01 08:46:10-07:00
Mountain Lion,31.69003581,-110.18504437,2013-11-14 13:32:43-07:00
Mountain Lion,31.69008453,-110.18503399,2013-11-14 13:31:49-07:00
Mountain Lion,31.7059673,-110.18286904,2013-11-14 12:21:40-07:00
Bobcat,31.71983939,-110.18884073,2013-11-14 10:40:40-07:00
Bobcat,33.1798019409,-115.6192626953,2013-11-01 15:00:22-07:00
Domestic Cat,22.326259,114.21288,2013-11-21 13:20:00+08:00
Bobcat,38.098785,-122.538946,2013-11-22 14:22:15-08:00
Bobcat,32.5,-97.576945,2013-11-08 08:56:14-06:00
Bobcat,38.932922,-123.712438,2013-12-03 10:58:32-08:00
Domestic Cat,37.8407318,-122.3150313,2013-12-07 08:39:00-08:00
Mountain Lion,32.04394927,-110.64987061,2013-12-11 10:16:43-07:00
Bobcat,32.7346811123,-97.1955162359,2013-12-11 10:25:00-06:00
Bobcat,32.62699821,-97.0650797588,2013-12-11 12:32:00-06:00
Bobcat,37.839675,-122.476251,2012-03-09 12:56:11-08:00
Mountain Lion,29.244782,-103.35331,2013-12-16 15:10:11-06:00
Jaguarundi,-25.263171,-57.541666,2013-11-20 15:44:38-03:00
Bobcat,36.7156366667,-119.534905,2014-01-04 10:35:10-08:00
Domestic Cat,33.531443,-101.886585,2012-10-26 13:06:26-05:00
Jaguar,-17.2514496989,-56.6663992181,2013-11-13 15:02:30-03:00
Mountain Lion,34.0146307998,-118.7649904713,2004-03-11 00:40:35-08:00
Bobcat,34.045256,-118.738758,2002-12-06 11:53:15-08:00
Bobcat,30.1295938578,-98.9484390756,2014-01-12 09:47:15-06:00
Bobcat,32.14065545,-110.6764448,2014-01-14 11:00:37-07:00
Mountain Lion,31.83921058,-110.58341896,2014-01-16 15:14:15-07:00
Bobcat,32.788781,-97.101486,2014-01-19 15:35:00-06:00
Mountain Lion,31.78337313,-110.59447652,2014-01-21 12:48:04-07:00
Bobcat,31.76667962,-110.61041732,2014-01-21 10:51:58-07:00
Bobcat,38.443086,-122.517718,2014-01-25 16:05:10-08:00
Jaguar,16.0632573242,-90.9954702957,2013-10-18 11:48:58-06:00
Bobcat,29.237593,-103.348906,2014-02-01 14:35:12-06:00
Bobcat,29.2475,-103.364451,2014-02-01 12:03:59-06:00
Domestic Cat,22.429654,114.084402,2014-02-02 17:00:00+08:00
Bobcat,31.76867364,-110.77962632,2014-02-06 12:01:12-07:00
Southern Lion,-18.6439280425,26.8358418551,2010-12-25 07:53:34+02:00
Bobcat,33.058485,-96.947007,2014-02-09 07:07:49-06:00
Bobcat,38.428278,-122.41691,2014-02-14 10:03:04-08:00
Southern Cheetah,-26.5511837508,18.2397496498,2014-01-06 14:00:00+02:00
Mountain Lion,29.211183,-103.236002,2014-02-15 16:09:38-06:00
Bobcat,29.208945,-103.232896,2014-02-15 15:34:08-06:00
Mountain Lion,29.20924,-103.23427,2014-02-15 15:20:39-06:00
Mountain Lion,29.211368,-103.250502,2014-02-15 16:54:23-06:00
Mountain Lion,31.706837,-110.183038,2014-02-13 12:04:03-07:00
Domestic Cat,38.018286,-122.140228,2014-02-16 16:52:24-08:00
Domestic Cat,44.6961509194,-73.464576311,2014-02-19 14:12:45-05:00
North African Wildcat,13.2676666113,-16.6307851141,2014-01-22 08:19:36+00:00
Bobcat,34.0876573653,-118.1640309388,2014-01-04 01:11:00-08:00
Domestic Cat,36.792975,-121.785432,2014-02-22 14:30:00-08:00
Mountain Lion,31.84597125,-110.57788507,2014-02-25 12:06:18-07:00
Bobcat,37.888731,-121.994229,2013-07-21 16:41:07-07:00
Mountain Lion,34.708222,-120.042944,2014-02-19 18:54:12-08:00
Domestic Cat,37.417947,-121.93073,2014-02-25 16:00:00-08:00
Domestic Cat,37.868874,-122.312551,2014-03-01 14:52:15-08:00
Bobcat,43.854073,-72.586227,2014-02-28 15:22:14-05:00
Domestic Cat,32.6511783333,-117.1075971667,2014-03-06 07:38:12-08:00
Bobcat,37.381484,-121.737104,2014-03-13 16:26:05-07:00
Bobcat,26.5275,-99.123834,2014-03-07 14:43:09-06:00
Bobcat,32.04323004,-110.65108913,2014-03-14 09:12:51-07:00
Domestic Cat,32.707939,-97.358382,2014-03-14 21:42:23-05:00
Southern Lion,0.2019213958,37.1296338492,2014-03-12 07:55:00+03:00
Bobcat,32.02030312,-110.65528988,2014-03-20 07:35:20-07:00
Bobcat,34.1566666667,-118.9631666667,2013-11-09 15:15:38-08:00
Domestic Cat,37.621165,-122.491722,2014-03-28 13:47:51-07:00
Bobcat,38.066501,-122.819982,2014-03-18 18:52:00-07:00
Domestic Cat,37.5292790216,-122.4969585334,2014-03-29 08:07:12-07:00
Mountain Lion,37.445732,-122.291908,2014-03-28 07:40:00-07:00
Bobcat,37.604474,-122.457948,2014-03-24 17:36:00-07:00
Domestic Cat,29.914634,-96.893169,2014-03-29 14:58:21-05:00
Leopard,0.7289943984,37.1832909337,2014-03-31 17:11:56+03:00
Cheetah,0.6620122466,37.1649177232,2014-03-31 10:12:23+03:00
Cheetah,-1.5038021832,35.1378219329,2014-02-16 16:58:13+03:00
Bobcat,29.659833,-96.244667,2014-03-29 11:18:20-05:00
Bobcat,36.284033,-121.855903,2014-03-25 15:25:02-07:00
Domestic Cat,29.784878,-98.708945,2014-04-04 17:47:13-05:00
Domestic Cat,-38.961323,175.764475,2014-01-14 17:55:01+13:00
Bobcat,32.8035264608,-97.3148012876,2014-04-01 08:13:49-05:00
Canada Lynx,47.3131262007,-68.269962072,2014-04-05 12:22:44-04:00
Domestic Cat,29.791001,-90.13079,2014-04-11 14:03:11-05:00
Bobcat,38.03273,-122.759977,2013-03-09 14:58:02-08:00
Ocelot,9.631145,-82.8201366667,2014-04-18 10:41:46-06:00
Domestic Cat,43.119045,-124.42615,2014-04-18 16:03:08-07:00
Domestic Cat,37.45533,-122.4326866667,2014-04-19 10:45:33-07:00
Domestic Cat,34.63053,-86.472205,2014-04-19 15:09:59-05:00
Domestic Cat,30.47241556,-90.9918850847,2014-04-26 11:51:48-05:00
Southern Lion,0.3306762568,37.1985357247,2014-01-19 03:25:51+03:00
Bobcat,29.141,-103.529167,2014-04-24 10:48:10-05:00
Bobcat,30.388642,-97.665182,2014-01-04 12:48:42-06:00
Bobcat,38.014098,-122.801056,2014-05-04 19:52:00-07:00
Lion,0.292172252,37.0768888985,2014-03-11 06:53:14+03:00
Lion,0.2342407161,37.0710825047,2014-03-11 18:07:06+03:00
Bobcat,32.613676,-96.970965,2014-03-23 08:53:00-05:00
Bobcat,32.61046,-96.972306,2014-04-05 07:32:00-05:00
Bobcat,32.61046,-96.972306,2014-04-16 20:49:00-05:00
Bobcat,32.613676,-96.970965,2013-12-20 06:37:00-06:00
Bobcat,32.613676,-96.970965,2013-10-09 19:08:00-05:00
Bobcat,32.613676,-96.970965,2013-09-17 09:45:00-05:00
Bobcat,32.613676,-96.970965,2013-09-15 18:04:00-05:00
Bobcat,32.613676,-96.970965,2013-12-10 13:46:00-06:00
Bobcat,32.613676,-96.970965,2013-04-18 21:48:00-05:00
Bobcat,32.613676,-96.970965,2013-04-11 01:42:00-05:00
Bobcat,32.613676,-96.970965,2013-04-10 16:02:00-05:00
Domestic Cat,36.799011,-119.641693,2014-05-13 07:00:53-07:00
Bobcat,37.344444,-121.477778,2014-05-10 16:09:20-07:00
Bobcat,30.566256,-96.367794,2014-05-10 18:55:07-05:00
Domestic Cat,34.77655,-86.5487216667,2014-05-11 11:05:14-05:00
Domestic Cat,30.214224,-97.777157,2014-05-16 10:50:42-05:00
Mountain Lion,31.77141551,-110.58674722,2014-05-16 06:01:05-07:00
Domestic Cat,38.6805603,-121.0695521,2014-02-24 08:12:58-08:00
Domestic Cat,42.111983,-77.487103,2014-05-21 17:23:06-04:00
Bobcat,38.02754,-122.96525,2014-05-23 11:44:54-07:00
Bobcat,30.342105,-97.564893,2014-05-24 12:51:22-05:00
Domestic Cat,34.2381216667,-87.2701116667,2014-05-24 12:47:24-05:00
Bobcat,35.543005,-120.968125,2014-05-26 08:02:55-07:00
Bobcat,38.089715,-122.912421,2014-01-25 10:54:34-08:00
Domestic Cat,41.5164000999,-84.3788303463,2014-05-29 15:50:25-04:00
Bobcat,30.179519,-97.535477,2014-05-31 10:18:15-05:00
Bobcat,34.1497268677,-118.9611053467,2014-06-03 16:22:09-07:00
Domestic Cat,30.216367,-97.850383,2014-06-03 19:41:01-05:00
Bobcat,33.636017,-117.842059,2012-12-11 13:00:00-08:00
Mountain Lion,33.424765,-108.482968,2014-06-04 19:14:52-06:00
Mountain Lion,35.7890783333,-118.319825,2014-06-11 07:41:54-07:00
Bobcat,34.15027,-118.96273,2014-06-11 13:19:00-07:00
Bobcat,31.44530368,-110.40111326,2014-06-13 09:38:40-07:00
Bobcat,34.263173,-116.904581,2014-06-04 18:29:14-07:00
Mountain Lion,23.682325,-106.593759,2014-06-18 22:26:08-06:00
Bobcat,29.229316,-103.423417,2014-06-18 11:33:45-05:00
Bobcat,29.26058,-103.366647,2014-06-19 11:04:07-05:00
Domestic Cat,33.833145,-118.310488,2014-06-22 13:37:07-07:00
Bobcat,32.83417,-97.4797,2014-06-22 18:55:00-05:00
Bobcat,33.1175500592,-96.9908357554,2014-06-25 08:37:00-05:00
Bobcat,32.42669,-100.392491,2014-06-27 18:43:22-05:00
Domestic Cat,32.426706,-100.392494,2014-06-27 19:19:31-05:00
Domestic Cat,31.950626,-99.9479,2014-06-28 19:41:02-05:00
Domestic Cat,30.38329,-97.025975,2014-06-25 19:30:00-05:00
Lion,-7.4542262676,35.1116584609,2014-06-29 16:52:41+03:00
Mountain Lion,36.8618568,-105.12415666,2014-07-09 10:55:35-06:00
Mountain Lion,36.86437193,-105.1236164,2014-07-09 09:12:02-06:00
Domestic Cat,35.6669590732,-78.8454716109,2014-06-29 12:43:41-04:00
Domestic Cat,23.299418,-106.443486,2014-07-13 17:50:53-06:00
Domestic Cat,34.9103283333,-86.436775,2014-07-12 12:57:40-05:00
Domestic Cat,34.018764,-118.384305,2014-04-03 18:55:21-07:00
Bobcat,29.992358,-96.777013,2014-05-20 17:40:54-05:00
Domestic Cat,32.8064866,-96.803747,2014-07-28 08:00:17-05:00
Bobcat,45.410801,-121.715257,2014-07-27 12:39:32-07:00
Bobcat,33.060162,-96.961298,2013-07-21 09:06:07-05:00
Bobcat,33.060069,-96.962714,2013-07-21 08:02:14-05:00
Domestic Cat,32.8069742,-96.8033365,2014-08-06 19:57:27-05:00
Domestic Cat,32.8038062,-96.8049857,2014-08-12 10:03:22-05:00
Southern Lion,-2.0605430706,34.6623046458,2008-11-11 00:47:49+03:00
Serval,-2.153994,34.685651,2008-11-09 23:05:19+03:00
Lion,-3.012886154,35.4015712276,2008-11-04 19:48:19+03:00
Cheetah,-3.1835088317,35.5698508351,2008-11-04 18:30:10+03:00
Lion,-2.1934540962,34.7404998515,2008-11-09 20:01:19+03:00
Mountain Lion,29.255958,-103.179777,2014-08-16 09:24:17-05:00
Bobcat,32.511716,-116.807241,2012-06-19 17:00:00-07:00
Lion,-1.5295741596,35.1662861363,2014-08-07 16:58:00+03:00
Lion,-1.3450179291,34.962775401,2014-08-08 14:04:00+03:00
Lion,0.0988947535,36.9093716564,2014-08-11 10:43:00+03:00
Bobcat,37.118602,-122.312942,2014-01-26 22:25:01-08:00
Lion,-24.7507693429,31.8965743066,2014-08-15 13:36:00+02:00
Lion,-24.3640739628,31.7077901485,2014-08-15 15:00:00+02:00
African Leopard,-24.5236437797,31.4285722728,2014-08-15 15:51:00+02:00
Bobcat,32.487695,-111.074744,2014-08-27 19:40:00-07:00
Domestic Cat,32.8050627,-96.8045987,2014-08-28 20:01:03-05:00
Bobcat,35.112084,-119.774556,2014-08-31 10:26:15-07:00
Domestic Cat,32.8022378,-96.8085746,2014-09-02 19:44:53-05:00
African Leopard,-1.4407953787,35.3362447882,2013-10-29 04:35:13+03:00
Domestic Cat,32.8034728,-96.8055191,2014-09-05 19:50:54-05:00
Lion,-1.4125672878,35.0571435397,2013-10-30 05:08:10+03:00
African Leopard,-4.1813172588,36.1217984996,2013-11-03 21:32:24+03:00
Lion,-2.199900655,34.6590886465,2009-09-30 14:13:05+03:00
African Leopard,-2.1197636019,34.6565486291,2009-09-30 17:11:12+03:00
Cheetah,-2.0684079216,34.649140854,2009-09-30 17:51:52+03:00
Lion,-3.1348593392,35.408330885,2013-11-06 23:48:37+03:00
Ocelot,10.598922,-61.196756,2013-05-29 21:07:00-04:00
Domestic Cat,32.8065707,-96.8032776,2014-09-14 08:50:00-05:00
Domestic Cat,23.499568,87.305249,2014-05-31 10:57:00+05:30
Domestic Cat,34.1858210911,-118.2547298098,2014-09-06 02:06:00-07:00
Bobcat,44.63488,-123.26352,2014-09-17 08:00:00-07:00
Domestic Cat,18.401953,-66.054028,2014-09-19 08:39:18-04:00
Domestic Cat,29.7844484775,-98.7076287904,2014-09-22 09:17:05-05:00
Domestic Cat,34.08017089,-118.12567904,2014-09-22 17:07:26-07:00
Bobcat,44.392518,-121.193769,2014-05-16 10:24:59-07:00
Bobcat,32.7887163757,-97.1010863779,2014-09-26 16:21:36-05:00
Domestic Cat,32.857044,-96.685727,2014-09-23 09:15:00-05:00
Domestic Cat,59.9322466667,30.291995,2014-07-18 20:58:48+04:00
Mountain Lion,29.205715,-103.357625,2014-10-04 09:22:20-05:00
Mountain Lion,39.085934,-119.887759,2014-10-10 11:46:18-07:00
Domestic Cat,-45.8516666667,170.5136666667,2012-12-12 08:54:00+13:00
Domestic Cat,-42.8575,172.6783333333,2013-02-01 13:33:29+13:00
Domestic Cat,-43.5284511585,172.579473496,2013-05-05 10:40:00+12:00
Domestic Cat,-43.644138,172.46978,2014-04-11 14:22:21+12:00
Domestic Cat,-43.489001,172.691437,2014-04-13 11:49:40+12:00
Domestic Cat,-43.9142797462,170.132753849,2014-04-26 20:25:00+12:00
Domestic Cat,-43.915246,170.123852,2014-04-27 10:54:36+12:00
Domestic Cat,-43.914545,170.12358,2014-04-27 11:17:03+12:00
Domestic Cat,-43.484546,172.698379,2014-09-20 11:08:17+12:00
Bobcat,32.171608,-110.72603,2014-10-05 06:35:00-07:00
Bobcat,33.007826,-97.172029,2012-09-30 17:27:00-05:00
Bobcat,33.007706,-97.172,2012-10-05 17:33:00-05:00
Bobcat,33.007944,-97.167283,2012-03-18 08:20:00-05:00
Bobcat,33.007944,-97.167283,2012-03-24 19:51:00-05:00
